Price,Close,Signal,Portfolio Value,RSI,RSI_Signal,RSI Portfolio Value,MACD,MACD_Signal,MACD_Signal_Type,MACD Portfolio Value
Ticker,RELIANCE.NS,,,,,,,,,
Date,,,,,,,,,,
2023-02-24,1096.3560791015625,0,100000.0,60.70850598984005,0,101983.01045645759,-5.754491217961913,-9.590333129535596,1,101173.57234046125
2023-02-27,1089.0660400390625,0,100000.0,58.90983740470487,0,101304.891235786,-6.117646598578403,-8.895795823344159,1,100500.83534514213
2023-02-28,1068.2308349609375,0,100000.0,45.7624486248443,0,99366.8010679583,-7.994520916135798,-8.715540841902488,1,98578.12777925035
2023-03-01,1078.050537109375,0,100000.0,48.33172624552949,0,100280.22947499924,-8.590562777980722,-8.690545229118134,1,99484.30631432161
2023-03-02,1069.8406982421875,0,100000.0,48.538325451414025,0,99516.55050336046,-9.614564912387095,-8.875349165771928,-1,98726.68865490789
2023-03-03,1097.1380615234375,0,100000.0,57.592086847241205,0,102055.75043850082,-8.129710654373412,-8.726221463492225,1,98726.68865490789
2023-03-06,1107.8546142578125,0,100000.0,54.056206758010916,0,103052.60386085113,-6.018835326357021,-8.184744236065185,1,99691.02468732248
2023-03-08,1111.8331298828125,0,100000.0,47.80124596994356,0,103422.68526808704,-3.979050443137794,-7.3436054774797075,1,100049.03402743475
2023-03-09,1085.110595703125,0,100000.0,40.880966673184446,0,100936.95591918482,-4.4672952077344235,-6.768343423530651,1,97644.38924793925
2023-03-10,1068.2999267578125,0,100000.0,35.82972289224497,0,99373.22798488563,-6.13993583423553,-6.642661905671627,1,96131.67016795394
2023-03-13,1050.730224609375,0,100000.0,34.789210732084484,0,97738.89480420103,-8.782010162175993,-7.070531556972501,-1,94550.64898693716
2023-03-14,1046.7977294921875,-1,100000.0,30.98471005784228,0,97373.0942232577,-11.065634842563895,-7.86955221409078,-1,94550.64898693716
2023-03-15,1028.9061279296875,-1,100000.0,32.248771282111235,0,95708.81796847882,-14.155945644519761,-9.126830900176577,-1,94550.64898693716
2023-03-16,1023.7777709960938,-1,100000.0,32.26895235892307,0,95231.77835630123,-16.824907701785833,-10.666446260498429,-1,94550.64898693716
2023-03-17,1022.489990234375,-1,100000.0,29.191520501017536,1,95111.98902745872,-18.82696695041568,-12.298550398481881,-1,94550.64898693716
2023-03-20,1012.4403076171875,-1,100000.0,28.744595722087382,1,94177.16784393175,-20.98266364230426,-14.035373047246358,-1,94550.64898693716
2023-03-21,1043.923095703125,-1,100000.0,43.633303556070246,0,97105.69587215931,-19.921033640292535,-15.212505165855593,-1,94550.64898693716
2023-03-22,1047.0966796875,-1,100000.0,41.60010547321166,0,97400.90256169415,-18.609088521554895,-15.891821836995454,-1,94550.64898693716
2023-03-23,1033.8504638671875,-1,100000.0,40.493252489607556,0,96168.7399529745,-18.425820092009644,-16.39862148799829,-1,94550.64898693716
2023-03-24,1013.3831787109375,-1,100000.0,27.048144971479104,1,94264.87368553369,-19.704970764038308,-17.059891343206296,-1,94550.64898693716
2023-03-27,1029.135986328125,-1,100000.0,29.00769620905875,1,95730.19938998793,-19.22596204173192,-17.49310548291142,-1,94550.64898693716
2023-03-28,1033.9425048828125,-1,100000.0,29.31983089761424,1,96177.30160555968,-18.248145043633713,-17.644113395055882,-1,94550.64898693716
2023-03-29,1027.8253173828125,-1,100000.0,32.92200868308909,0,95608.28100297603,-17.762073805310138,-17.667705477106733,-1,94550.64898693716
2023-03-31,1072.140380859375,-1,100000.0,50.98361670557029,0,99730.46691324378,-13.643727186780552,-16.862909819041498,1,94550.64898693716
2023-04-03,1072.3243408203125,-1,100000.0,56.07137978634389,0,99747.57886343721,-10.246943404019703,-15.53971653603714,1,94566.87217375559
2023-04-05,1069.7486572265625,-1,100000.0,56.502470754894475,0,99507.98885077529,-7.6743389218252105,-13.966641013194755,1,94339.72602785735
2023-04-06,1076.9237060546875,-1,100000.0,64.48389524582413,0,100175.41168320387,-4.998940188268762,-12.173100848209558,1,94972.4841398766
2023-04-10,1069.2886962890625,-1,100000.0,63.52329580222517,0,99465.20329780324,-3.4549226981162064,-10.429465218190888,1,94299.16267820122
2023-04-11,1074.5780029296875,-1,100000.0,65.11811977718838,0,99957.21444702796,-1.7839110556035394,-8.700354385673418,1,94765.61966880644
2023-04-12,1079.3154296875,-1,100000.0,70.02754220713466,-1,100397.88974567236,-0.07647004383102285,-6.975577517304939,1,95183.40709895642
2023-04-13,1083.3858642578125,-1,100000.0,64.1397463340556,0,100397.88974567236,1.5868471253470489,-5.2630925887745414,1,95542.37336601692
2023-04-17,1088.882080078125,-1,100000.0,64.72684187701776,0,100397.88974567236,3.3103766865758644,-3.5483987337044605,1,96027.0774048353
2023-04-18,1076.4178466796875,-1,100000.0,65.08559602276563,0,100397.88974567236,3.6286974485001338,-2.112979497263542,1,94927.873067431
2023-04-19,1081.776123046875,-1,100000.0,77.14497507279519,-1,100397.88974567236,4.264182229173684,-0.8375471519760967,1,95400.41240744061
2023-04-20,1079.0394287109375,-1,100000.0,72.08878111299504,-1,100397.88974567236,4.495162697442311,0.2289948179075847,1,95159.0669361187
2023-04-21,1080.396240234375,-1,100000.0,71.20955237722616,-1,100397.88974567236,4.733139052543038,1.1298236648346753,1,95278.7223584722
2023-04-24,1084.5357666015625,-1,100000.0,76.36868895558713,-1,100397.88974567236,5.195867484804467,1.9430324288286338,1,95643.78174015727
2023-04-25,1092.8375244140625,-1,100000.0,64.46940151392315,0,100397.88974567236,6.161440327205355,2.786714008503978,1,96375.90283448176
2023-04-26,1086.4215087890625,-1,100000.0,59.06541821310374,0,100397.88974567236,6.335908511967318,3.4965529091966463,1,95810.08286157128
2023-04-27,1093.2974853515625,-1,100000.0,64.34981314417652,0,100397.88974567236,6.948906974963165,4.1870237223499505,1,96416.4661841379
2023-04-28,1113.2818603515625,1,100000.0,69.16369625921683,0,100397.88974567236,8.944181759647108,5.138455329809382,1,98178.86191102375
2023-05-02,1122.733642578125,1,100849.00172752098,77.64045894345026,-1,100397.88974567236,11.159491563331812,6.3426625765138684,1,99012.40214470877
2023-05-03,1113.097900390625,1,99983.47588625226,69.06448654481215,0,100397.88974567236,11.999296259941275,7.4739893131993504,1,98162.63872420533
2023-05-04,1125.93017578125,1,101136.12876308731,71.35937318214769,-1,100397.88974567236,13.544176081779824,8.688026666915444,1,99294.30020046665
2023-05-05,1123.0555419921875,1,100877.91618535297,68.37847069841514,0,100397.88974567236,14.370886909656747,9.824598715463706,1,99040.79003033596
2023-05-08,1136.9228515625,1,102123.5405024449,70.6546291981039,-1,100397.88974567236,15.96104815750914,11.051888603872793,1,100263.72980854378
2023-05-09,1140.4412841796875,1,102439.58199584321,79.82006076815313,-1,100397.88974567236,17.305681387738787,12.302647160645993,1,100574.01574992885
2023-05-10,1148.2833251953125,1,103143.98950439172,80.27640857789065,-1,100397.88974567236,18.787529140444576,13.59962355660571,1,101265.59502503758
2023-05-11,1140.7862548828125,1,102470.56882096008,76.94162036405781,-1,100397.88974567236,19.13636118227464,14.706971081739496,1,100604.43826217095
2023-05-12,1142.64892578125,1,102637.88232572241,77.04296125977838,-1,100397.88974567236,19.340173580936607,15.633611581578919,1,100768.70475697005
2023-05-15,1144.9027099609375,1,102840.3273901714,76.66057827500842,-1,100397.88974567236,19.459243872502384,16.39873803976361,1,100967.4630172411
2023-05-16,1128.597900390625,1,101375.75582469528,64.75057124356374,0,100397.88974567236,18.030106227835176,16.725011677377925,1,99529.56332238419
2023-05-17,1121.9287109375,1,100776.69913558161,64.615614978851,0,100397.88974567236,16.172925082871416,16.614594358476623,-1,98941.41628281053
2023-05-18,1119.51416015625,1,100559.81328957605,61.202877307557884,0,100397.88974567236,14.340948054177488,16.159865097616798,-1,98941.41628281053
2023-05-19,1123.1475830078125,1,100886.18372467998,54.90062916268487,0,100397.88974567236,13.032054506417353,15.53430297937691,-1,98941.41628281053
2023-05-22,1129.1497802734375,1,101425.32816593851,53.30020632175898,0,100397.88974567236,12.336862426012203,14.89481486870397,-1,98941.41628281053
2023-05-23,1128.9427490234375,1,101406.73168490588,59.02537794348126,0,100397.88974567236,11.635089927962554,14.242869880555686,-1,98941.41628281053
2023-05-24,1122.3656005859375,1,100815.94253511923,47.81379567475784,0,100397.88974567236,10.428001742989409,13.479896253042432,-1,98941.41628281053
2023-05-25,1122.2276611328125,1,100803.55219103499,49.47461219531845,0,100397.88974567236,9.352436037784173,12.65440420999078,-1,98941.41628281053
2023-05-26,1152.836669921875,1,103552.99147314065,58.329286867984706,0,100397.88974567236,10.84492017741718,12.292507403476062,-1,98941.41628281053
2023-05-29,1159.32177734375,1,104135.5130836003,59.58439865209034,0,100397.88974567236,12.407987030698905,12.31560332892063,1,98941.41628281053
2023-05-30,1159.0228271484375,1,104108.66002814691,55.903882236412976,0,100397.88974567236,13.467362617767094,12.545955186689925,1,98915.90261067887
2023-05-31,1136.0028076171875,1,102040.89800389364,47.75374032674119,0,100397.88974567236,12.3075286835724,12.49826988606642,-1,96951.27693056926
2023-06-01,1132.9442138671875,1,101766.16131241157,45.493380738214626,0,100397.88974567236,11.01457976152733,12.201531861158603,-1,96951.27693056926
2023-06-02,1129.24169921875,1,101433.58474035925,42.82398214595348,0,100397.88974567236,9.580706021456763,11.677366693218236,-1,96951.27693056926
2023-06-05,1139.3834228515625,1,102344.56011811398,55.237856981102105,0,100397.88974567236,9.157145221210385,11.173322398816666,-1,96951.27693056926
2023-06-06,1140.3492431640625,1,102431.31445651621,59.470318373802094,0,100397.88974567236,8.797986155106173,10.698255150074568,-1,96951.27693056926
2023-06-07,1148.9962158203125,1,103208.02455700409,64.24440378833185,0,100397.88974567236,9.106118766433838,10.379827873346422,-1,96951.27693056926
2023-06-08,1149.68603515625,1,103269.98724233155,63.19758343076585,0,100397.88974567236,9.298788095366945,10.163619917750527,-1,96951.27693056926
2023-06-09,1141.545166015625,1,102538.73764323595,56.035840683241254,0,100397.88974567236,8.69435669120071,9.869767272440566,-1,96951.27693056926
2023-06-12,1142.5570068359375,1,102629.62575130168,56.57780503916203,0,100397.88974567236,8.20243498196487,9.536300814345427,-1,96951.27693056926
2023-06-13,1159.436767578125,1,104145.84202530592,66.28944203724902,0,100397.88974567236,9.070084813342419,9.443057614144825,-1,96951.27693056926
2023-06-14,1173.69482421875,1,105426.56500736569,70.11865463037455,-1,100397.88974567236,10.783899486598784,9.711225988635617,1,96951.27693056926
2023-06-15,1174.016845703125,1,105455.49043010394,60.84804681638573,0,100397.88974567236,12.029426662557626,10.174866123420019,1,96977.87702581123
2023-06-16,1185.4462890625,1,106482.13460409288,62.73541341356591,0,100397.88974567236,13.779930026662896,10.895878904068594,1,97921.98882168169
2023-06-19,1173.671875,1,105424.50360498707,56.42266206109624,0,100397.88974567236,14.055101283849126,11.527723380024701,1,96949.38124523738
2023-06-20,1176.1094970703125,1,105643.46181827752,71.45672788067188,-1,100397.88974567236,14.304973388007284,12.083173381621219,1,97150.73731115361
2023-06-21,1179.421142578125,1,105940.92876045573,74.7976078979488,-1,100397.88974567236,14.601899340457976,12.586918573388571,1,97424.29075460303
2023-06-22,1166.1748046875,1,104751.08292155543,67.88418160581458,0,100397.88974567236,13.611442299502642,12.791823318611387,1,96330.09714767057
2023-06-23,1156.6312255859375,1,103893.83558451997,58.400596449839234,0,100397.88974567236,11.91901588837868,12.617261832564846,-1,95541.76430229038
2023-06-26,1147.80029296875,1,103100.60137028433,53.37080451112042,0,100397.88974567236,9.752749677854808,12.04435940162284,-1,95541.76430229038
2023-06-27,1148.21435546875,1,103137.7943323496,49.61782322131168,0,100397.88974567236,7.9774207416569425,11.230971669629662,-1,95541.76430229038
2023-06-28,1163.415283203125,1,104503.21025043298,55.87717043010416,0,100397.88974567236,7.708192354595667,10.526415806622865,-1,95541.76430229038
2023-06-30,1172.958984375,1,105360.4685523747,63.28792870199209,0,100397.88974567236,8.170736676396928,10.055279980577676,-1,95541.76430229038
2023-07-03,1203.06201171875,1,108064.45829799435,70.53864226843852,-1,100397.88974567236,10.841396241680968,10.212503232798335,1,95541.76430229038
2023-07-04,1190.6666259765625,1,106951.04882069692,60.93397007801462,0,100397.88974567236,11.821438961638933,10.534290378566455,1,94557.37861686412
2023-07-05,1188.7119140625,1,106775.46777660758,55.75332984136485,0,100397.88974567236,12.29863001163335,10.887158305179835,1,94402.14420404659
2023-07-06,1213.66357421875,1,109016.73847766532,62.77793602258581,0,100397.88974567236,14.522788140057628,11.614284272155395,1,96383.69262829906
2023-07-07,1211.294921875,1,108803.97543641698,58.84762589206625,0,100397.88974567236,15.910907989435145,12.473609015611345,1,96195.58493165812
2023-07-10,1257.95556640625,1,112995.24506839635,73.28756219442437,-1,100397.88974567236,20.539362044979498,14.086759621484976,1,99901.16308022644
2023-07-11,1271.5927734375,1,114220.20053717076,74.84441254101303,-1,100397.88974567236,25.01944527566252,16.273296752320483,1,100984.16861712291
2023-07-12,1272.99560546875,1,114346.20924001686,74.59202673240264,-1,100397.88974567236,28.356266940078967,18.68989078987218,1,101095.5752162673
2023-07-13,1261.6121826171875,1,113323.69883569144,75.32963519011571,-1,100397.88974567236,29.739358250935084,20.899784282084763,1,100191.55506398645
2023-07-14,1260.5543212890625,1,113228.6769579622,78.88276556505643,-1,100397.88974567236,30.399678935533757,22.799763212774565,1,100107.54448374061
2023-07-17,1286.3109130859375,1,115542.2502509593,85.18521963958902,-1,100397.88974567236,32.62524600913798,24.76485977204725,1,102153.01695208966
2023-07-18,1297.234375,1,116523.44488846224,85.93613300913142,-1,100397.88974567236,34.86851351568612,26.785590520775024,1,103020.50907917247
2023-07-19,1307.0771484375,1,117407.56721076359,85.56304830790579,-1,100397.88974567236,37.01387581337258,28.831247579294537,1,103802.17779673339
2023-07-20,1305.4942626953125,1,117265.38527117037,84.15485890774062,-1,100397.88974567236,38.14663458211635,30.6943249798589,1,103676.47214313912
2023-07-21,1265.081298828125,1,113635.31050695696,65.17617750376371,0,100397.88974567236,35.375577986089866,31.630575581105095,1,100467.05664257018
2023-07-24,1239.4931640625,1,111336.86878461142,61.223263213717516,0,100397.88974567236,30.760163030850208,31.45649307105412,-1,98434.96227262169
2023-07-25,1238.6959228515625,1,111265.25698176702,61.5507824378707,0,100397.88974567236,26.72995642480896,30.511185741805086,-1,98434.96227262169
2023-07-26,1258.8275146484375,1,113073.56739387753,60.674719429516784,0,100397.88974567236,24.873711205298832,29.383690834503838,-1,98434.96227262169
2023-07-27,1247.1173095703125,1,112021.70393546934,58.10872870214251,0,100397.88974567236,22.201779517623436,27.94730857112776,-1,98434.96227262169
2023-07-28,1259.6497802734375,1,113147.42700250713,50.45358136129966,0,100397.88974567236,20.855115265504764,26.528869910003163,-1,98434.96227262169
2023-07-31,1270.3135986328125,1,114105.2992843754,49.65199388672914,0,100397.88974567236,20.413046273105238,25.30570518262358,-1,98434.96227262169
2023-08-01,1252.3494873046875,1,112491.6817479815,44.84742394045503,0,100397.88974567236,18.401034093077442,23.924770964714355,-1,98434.96227262169
2023-08-02,1238.969970703125,1,111289.87319634146,44.405009896844774,0,100397.88974567236,15.547661014092228,22.24934897458993,-1,98434.96227262169
2023-08-03,1233.7625732421875,1,110822.12125980195,43.51267918032244,0,100397.88974567236,12.719526057729126,20.34338439121777,-1,98434.96227262169
2023-08-04,1250.53076171875,1,112328.31560947609,40.94195217554957,0,100397.88974567236,11.69643221189699,18.613993955353614,-1,98434.96227262169
2023-08-07,1257.6566162109375,1,112968.39201294298,39.784125647745945,0,100397.88974567236,11.330014517680183,17.15719806781893,-1,98434.96227262169
2023-08-08,1250.0821533203125,1,112288.01957893664,35.11404626890702,0,100397.88974567236,10.309587495121832,15.787675953279509,-1,98434.96227262169
2023-08-09,1258.3292236328125,1,113028.80864648649,38.095830817199264,0,100397.88974567236,10.050505408415347,14.640241844306678,-1,98434.96227262169
2023-08-10,1263.9351806640625,1,113532.36100199507,49.64906733167828,0,100397.88974567236,10.180184044874068,13.748230284420156,-1,98434.96227262169
2023-08-11,1269.26708984375,1,114011.29714292921,60.4075672778725,0,100397.88974567236,10.591108107204263,13.116805848976979,-1,98434.96227262169
2023-08-14,1284.2662353515625,1,115358.58807094952,64.49053041477373,0,100397.88974567236,11.98887380216388,12.89121943961436,-1,98434.96227262169
2023-08-16,1283.2197265625,1,115264.58592950333,58.827739337803585,0,100397.88974567236,12.863881850059897,12.885751921703468,-1,98434.96227262169
2023-08-17,1264.7076416015625,1,113601.74692886682,56.06736842105262,0,100397.88974567236,11.926085003520939,12.693818538066964,-1,98434.96227262169
2023-08-18,1274.0758056640625,1,114443.23769559337,55.08695929158437,0,100397.88974567236,11.802752014739553,12.515605233401484,-1,98434.96227262169
2023-08-21,1255.738037109375,1,112796.05658110934,45.12419116283894,0,100397.88974567236,10.108777372275199,12.034239661176228,-1,98434.96227262169
2023-08-22,1255.43896484375,1,112769.1925607497,51.172004878993,0,100397.88974567236,8.642531903316922,11.355898109604368,-1,98434.96227262169
2023-08-23,1256.8343505859375,1,112894.53240431337,57.45473772791595,0,100397.88974567236,7.506586516434936,10.586035790970481,-1,98434.96227262169
2023-08-24,1235.7060546875,1,110996.69353251452,50.715884533998334,0,100397.88974567236,4.845607563117255,9.437950145399835,-1,98434.96227262169
2023-08-25,1230.00048828125,1,110484.19381349024,41.76663181104336,0,100397.88974567236,2.250429495340086,8.000446015387887,-1,98434.96227262169
2023-08-28,1217.741943359375,1,109383.07599612062,34.62572514841504,0,100397.88974567236,-0.7863652181433736,6.243083768681635,-1,98434.96227262169
2023-08-29,1206.0816650390625,1,108335.69718437655,33.56912462142415,0,100397.88974567236,-4.086823560890025,4.177102302767303,-1,98434.96227262169
2023-08-30,1204.935546875,1,108232.74767941465,28.94484756470328,1,100397.88974567238,-6.7175074885410595,1.998180344505631,-1,98434.96227262169
2023-08-31,1199.42919921875,1,107738.14268742177,24.542845223034888,1,99939.08870330353,-9.141284652429704,-0.22971265488143588,-1,98434.96227262169
2023-09-01,1202.2445068359375,1,107991.02632070926,23.01363156916888,1,100173.66634895735,-10.711498236983516,-2.326069771301852,-1,98434.96227262169
2023-09-04,1201.2728271484375,1,107903.7456668061,12.327479780752213,1,100092.70385234353,-11.897167108933218,-4.240289238828125,-1,98434.96227262169
2023-09-05,1207.701171875,1,108481.16859585055,17.317311288758162,1,100628.32772598426,-12.177727277043232,-5.8277768464711475,-1,98434.96227262169
2023-09-06,1210.242431640625,-1,108709.43601456359,22.647628225641327,1,100840.07109966598,-12.056040278993805,-7.07342953297568,-1,98434.96227262169
2023-09-07,1211.8868408203125,-1,108709.43601456359,16.142169763670694,1,100977.08690266656,-11.692132750187966,-7.9971701764181375,-1,98434.96227262169
2023-09-08,1219.95947265625,-1,108709.43601456359,28.069668745735115,1,101649.71640813997,-10.629805705092167,-8.523697282152945,-1,98434.96227262169
2023-09-11,1233.1148681640625,-1,108709.43601456359,38.17949834985204,0,102745.85300331263,-8.626927544293267,-8.54434333458101,-1,98434.96227262169
2023-09-12,1215.30029296875,-1,108709.43601456359,31.265437910828766,0,101261.5032711103,-8.38051415703353,-8.511577499071514,1,98434.96227262169
2023-09-13,1221.379638671875,-1,108709.43601456359,42.522732137942285,0,101768.04777567831,-7.60698875016169,-8.33065974928955,1,98927.36745707822
2023-09-14,1222.5008544921875,-1,108709.43601456359,45.88905527965023,0,101861.4699529896,-6.824819277628421,-8.029491654957326,1,99018.18191471511
2023-09-15,1224.7681884765625,-1,108709.43601456359,54.3252142731545,0,102050.38922586711,-5.9533627715893545,-7.614265878283732,1,99201.82783046339
2023-09-18,1214.1043701171875,-1,108709.43601456359,54.999954353601346,0,101161.85633903423,-6.053428081605034,-7.302098318947992,1,98338.09681356141
2023-09-20,1187.046142578125,-1,108709.43601456359,41.57272357153208,0,98907.30508753734,-8.221332979102499,-7.485945250978894,-1,96146.47748920062
2023-09-21,1178.4005126953125,-1,108709.43601456359,40.37845657188496,0,98186.93211986478,-10.515823439541464,-8.091920888691408,-1,96146.47748920062
2023-09-22,1173.4921875,-1,108709.43601456359,37.091787132505665,0,97777.95962911793,-12.585210015983876,-8.990578714149901,-1,96146.47748920062
2023-09-25,1166.2667236328125,-1,108709.43601456359,35.119739474798465,0,97175.91802898371,-14.639493368516696,-10.12036164502326,-1,96146.47748920062
2023-09-26,1167.2882080078125,-1,108709.43601456359,31.993725654003754,0,97261.03036210738,-16.000656861315974,-11.296420688281804,-1,96146.47748920062
2023-09-27,1180.443603515625,-1,108709.43601456359,37.87021118012422,0,98357.16695728005,-15.835318567457307,-12.204200264116906,-1,96146.47748920062
2023-09-28,1163.1025390625,-1,108709.43601456359,32.3921408977677,0,96912.27118542508,-16.908653324171382,-13.145090876127803,-1,96146.47748920062
2023-09-29,1168.5340576171875,-1,108709.43601456359,31.0781251543971,0,97364.83730186123,-17.12361037621804,-13.94079477614585,-1,96146.47748920062
2023-10-03,1155.1544189453125,-1,108709.43601456359,21.361872868906715,1,96250.01627122631,-18.16420476545045,-14.78547677400677,-1,96146.47748920062
2023-10-04,1153.1611328125,-1,108709.43601456359,24.171478440883675,1,96083.9312703209,-18.93149436572321,-15.614680292350059,-1,96146.47748920062
2023-10-05,1153.1363525390625,-1,108709.43601456359,20.13087833166459,1,96081.8665232339,-19.318880434864013,-16.35552032085285,-1,96146.47748920062
2023-10-06,1155.0797119140625,-1,108709.43601456359,20.701574213370733,1,96243.79151646153,-19.247204038209475,-16.933857064324176,-1,96146.47748920062
2023-10-09,1145.238037109375,-1,108709.43601456359,17.574095549041175,1,95423.76144554498,-19.75679682823352,-17.498445017106043,-1,96146.47748920062
2023-10-10,1150.2958984375,-1,108709.43601456359,22.73787904549016,1,95845.1936169893,-19.527425639504827,-17.9042411415858,-1,96146.47748920062
2023-10-11,1168.5589599609375,-1,108709.43601456359,41.459508414341315,0,97366.91222011615,-17.66830170185608,-17.857053253639858,1,96146.47748920062
2023-10-12,1170.7265625,-1,108709.43601456359,46.22918448654167,0,97547.52164880605,-15.837460788025282,-17.453134760516942,1,96324.82308909614
2023-10-13,1170.6767578125,-1,108709.43601456359,48.54718987316257,0,97543.37181229619,-14.226530408522194,-16.807813890117995,1,96320.72526825042
2023-10-16,1168.0606689453125,-1,108709.43601456359,50.971942244303,0,97325.39351268178,-13.010970614458984,-16.048445234986193,1,96105.47919338639
2023-10-17,1173.6417236328125,-1,108709.43601456359,53.280209336445814,0,97790.4193098154,-11.465123443304492,-15.131780876649854,1,96564.67617639156
2023-10-18,1158.069580078125,-1,108709.43601456359,38.72992097515625,0,96492.91393223568,-11.365555220200804,-14.378535745360043,1,95283.43423564309
2023-10-19,1149.1746826171875,-1,108709.43601456359,42.331891968907385,0,95751.771439678,-11.867588401602234,-13.876346276608482,1,94551.5815112197
2023-10-20,1145.6617431640625,-1,108709.43601456359,37.13566969766043,0,95459.06556938248,-12.405910555353103,-13.582259132357407,1,94262.54453009715
